library,sample,sample_type,sort_bin,concentration,date,number_cells,R1
lib61_SARSr-wts,268C3_05_bin4,268C3,4,5,221202,2,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s5_b4_S20_R1_001.fastq.gz
lib61_SARSr-wts,268C3_06_bin1,268C3,1,6,221202,985555,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s16_b1_S61_R1_001.fastq.gz
lib61_SARSr-wts,268C3_06_bin2,268C3,2,6,221202,82497,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s16_b2_S62_R1_001.fastq.gz
lib61_SARSr-wts,268C3_06_bin3,268C3,3,6,221202,34,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s16_b3_S63_R1_001.fastq.gz
lib61_SARSr-wts,268C3_06_bin4,268C3,4,6,221202,20,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s16_b4_S64_R1_001.fastq.gz
lib61_SARSr-wts,268C183_01_bin1,268C183,1,1,221202,68981,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s6_b1_S21_R1_001.fastq.gz
lib61_SARSr-wts,268C183_01_bin2,268C183,2,1,221202,99721,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s6_b2_S22_R1_001.fastq.gz
lib61_SARSr-wts,268C183_01_bin3,268C183,3,1,221202,370462,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s6_b3_S42_R1_001.fastq.gz
lib61_SARSr-wts,268C183_01_bin4,268C183,4,1,221202,659559,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s6_b4_S43_R1_001.fastq.gz
lib61_SARSr-wts,268C183_02_bin1,268C183,1,2,221202,159779,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s7_b1_S25_R1_001.fastq.gz
lib61_SARSr-wts,268C183_02_bin2,268C183,2,2,221202,216002,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s7_b2_S26_R1_001.fastq.gz
lib61_SARSr-wts,268C183_02_bin3,268C183,3,2,221202,304450,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s7_b3_S44_R1_001.fastq.gz
lib61_SARSr-wts,268C183_02_bin4,268C183,4,2,221202,414474,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s7_b4_S45_R1_001.fastq.gz
lib61_SARSr-wts,268C183_03_bin1,268C183,1,3,221202,345623,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s8_b1_S46_R1_001.fastq.gz
lib61_SARSr-wts,268C183_03_bin2,268C183,2,3,221202,294910,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s8_b2_S30_R1_001.fastq.gz
lib61_SARSr-wts,268C183_03_bin3,268C183,3,3,221202,430819,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s8_b3_S47_R1_001.fastq.gz
lib61_SARSr-wts,268C183_03_bin4,268C183,4,3,221202,3312,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s8_b4_S32_R1_001.fastq.gz
lib61_SARSr-wts,268C183_04_bin1,268C183,1,4,221202,609129,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s9_b1_S48_R1_001.fastq.gz
lib61_SARSr-wts,268C183_04_bin2,268C183,2,4,221202,452488,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s9_b2_S34_R1_001.fastq.gz
lib61_SARSr-wts,268C183_04_bin3,268C183,3,4,221202,3129,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s9_b3_S35_R1_001.fastq.gz
lib61_SARSr-wts,268C183_04_bin4,268C183,4,4,221202,16,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s9_b4_S36_R1_001.fastq.gz
lib61_SARSr-wts,268C183_05_bin1,268C183,1,5,221202,905182,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s10_b1_S49_R1_001.fastq.gz
lib61_SARSr-wts,268C183_05_bin2,268C183,2,5,221202,136770,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s10_b2_S38_R1_001.fastq.gz
lib61_SARSr-wts,268C183_05_bin3,268C183,3,5,221202,30,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s10_b3_S39_R1_001.fastq.gz
lib61_SARSr-wts,268C183_05_bin4,268C183,4,5,221202,13,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s10_b4_S40_R1_001.fastq.gz
lib61_SARSr-wts,268C183_06_bin1,268C183,1,6,221202,985555,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s16_b1_S61_R1_001.fastq.gz
lib61_SARSr-wts,268C183_06_bin2,268C183,2,6,221202,82497,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s16_b2_S62_R1_001.fastq.gz
lib61_SARSr-wts,268C183_06_bin3,268C183,3,6,221202,34,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s16_b3_S63_R1_001.fastq.gz
lib61_SARSr-wts,268C183_06_bin4,268C183,4,6,221202,20,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s16_b4_S64_R1_001.fastq.gz
lib61_SARSr-wts,268C185_01_bin1,268C185,1,1,221202,3701,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s11_b1_S41_R1_001.fastq.gz
lib61_SARSr-wts,268C185_01_bin2,268C185,2,1,221202,7689,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s11_b2_S42_R1_001.fastq.gz
lib61_SARSr-wts,268C185_01_bin3,268C185,3,1,221202,111313,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s11_b3_S43_R1_001.fastq.gz
lib61_SARSr-wts,268C185_01_bin4,268C185,4,1,221202,908426,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s11_b4_S44_R1_001.fastq.gz
lib61_SARSr-wts,268C185_02_bin1,268C185,1,2,221202,7704,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s12_b1_S45_R1_001.fastq.gz
lib61_SARSr-wts,268C185_02_bin2,268C185,2,2,221202,15704,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s12_b2_S46_R1_001.fastq.gz
lib61_SARSr-wts,268C185_02_bin3,268C185,3,2,221202,122322,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s12_b3_S47_R1_001.fastq.gz
lib61_SARSr-wts,268C185_02_bin4,268C185,4,2,221202,856538,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s12_b4_S48_R1_001.fastq.gz
lib61_SARSr-wts,268C185_03_bin1,268C185,1,3,221202,16083,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s13_b1_S49_R1_001.fastq.gz
lib61_SARSr-wts,268C185_03_bin2,268C185,2,3,221202,28366,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s13_b2_S50_R1_001.fastq.gz
lib61_SARSr-wts,268C185_03_bin3,268C185,3,3,221202,669625,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s13_b3_S51_R1_001.fastq.gz
lib61_SARSr-wts,268C185_03_bin4,268C185,4,3,221202,344125,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s13_b4_S52_R1_001.fastq.gz
lib61_SARSr-wts,268C185_04_bin1,268C185,1,4,221202,29268,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s14_b1_S53_R1_001.fastq.gz
lib61_SARSr-wts,268C185_04_bin2,268C185,2,4,221202,609555,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s14_b2_S50_R1_001.fastq.gz
lib61_SARSr-wts,268C185_04_bin3,268C185,3,4,221202,401993,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s14_b3_S51_R1_001.fastq.gz
lib61_SARSr-wts,268C185_04_bin4,268C185,4,4,221202,68,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s14_b4_S56_R1_001.fastq.gz
lib61_SARSr-wts,268C185_05_bin1,268C185,1,5,221202,452831,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s15_b1_S57_R1_001.fastq.gz
lib61_SARSr-wts,268C185_05_bin2,268C185,2,5,221202,562126,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s15_b2_S52_R1_001.fastq.gz
lib61_SARSr-wts,268C185_05_bin3,268C185,3,5,221202,74,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s15_b3_S59_R1_001.fastq.gz
lib61_SARSr-wts,268C185_05_bin4,268C185,4,5,221202,50,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s15_b4_S60_R1_001.fastq.gz
lib61_SARSr-wts,268C185_06_bin1,268C185,1,6,221202,985555,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s16_b1_S61_R1_001.fastq.gz
lib61_SARSr-wts,268C185_06_bin2,268C185,2,6,221202,82497,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s16_b2_S62_R1_001.fastq.gz
lib61_SARSr-wts,268C185_06_bin3,268C185,3,6,221202,34,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s16_b3_S63_R1_001.fastq.gz
lib61_SARSr-wts,268C185_06_bin4,268C185,4,6,221202,20,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s16_b4_S64_R1_001.fastq.gz
lib61_SARSr-wts,268C61_01_bin1,268C61,1,1,221118,66324,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s1_b1_S65_R1_001.fastq.gz
lib61_SARSr-wts,268C61_01_bin2,268C61,2,1,221118,22711,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s1_b2_S66_R1_001.fastq.gz
lib61_SARSr-wts,268C61_01_bin3,268C61,3,1,221118,189973,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s1_b3_S67_R1_001.fastq.gz
lib61_SARSr-wts,268C61_01_bin4,268C61,4,1,221118,996364,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s1_b4_S68_R1_001.fastq.gz
lib61_SARSr-wts,268C61_02_bin1,268C61,1,2,221118,84182,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s2_b1_S69_R1_001.fastq.gz
lib61_SARSr-wts,268C61_02_bin2,268C61,2,2,221118,20906,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s2_b2_S70_R1_001.fastq.gz
lib61_SARSr-wts,268C61_02_bin3,268C61,3,2,221118,288821,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s2_b3_S71_R1_001.fastq.gz
lib61_SARSr-wts,268C61_02_bin4,268C61,4,2,221118,1017534,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s2_b4_S72_R1_001.fastq.gz
lib61_SARSr-wts,268C61_03_bin1,268C61,1,3,221118,80209,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s3_b1_S73_R1_001.fastq.gz
lib61_SARSr-wts,268C61_03_bin2,268C61,2,3,221118,67268,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s3_b2_S74_R1_001.fastq.gz
lib61_SARSr-wts,268C61_03_bin3,268C61,3,3,221118,738097,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s3_b3_S75_R1_001.fastq.gz
lib61_SARSr-wts,268C61_03_bin4,268C61,4,3,221118,426226,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s3_b4_S76_R1_001.fastq.gz
lib61_SARSr-wts,268C61_04_bin1,268C61,1,4,221118,112503,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s4_b1_S77_R1_001.fastq.gz
lib61_SARSr-wts,268C61_04_bin2,268C61,2,4,221118,459319,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s4_b2_S78_R1_001.fastq.gz
lib61_SARSr-wts,268C61_04_bin3,268C61,3,4,221118,725596,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s4_b3_S79_R1_001.fastq.gz
lib61_SARSr-wts,268C61_04_bin4,268C61,4,4,221118,23,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s4_b4_S80_R1_001.fastq.gz
lib61_SARSr-wts,268C61_05_bin1,268C61,1,5,221118,544792,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s5_b1_S81_R1_001.fastq.gz
lib61_SARSr-wts,268C61_05_bin2,268C61,2,5,221118,711140,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s5_b2_S82_R1_001.fastq.gz
lib61_SARSr-wts,268C61_05_bin3,268C61,3,5,221118,55,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s5_b3_S83_R1_001.fastq.gz
lib61_SARSr-wts,268C61_05_bin4,268C61,4,5,221118,13,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221118_s5_b4_S84_R1_001.fastq.gz
lib61_SARSr-wts,268C61_06_bin1,268C61,1,6,221118,985555,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s16_b1_S61_R1_001.fastq.gz
lib61_SARSr-wts,268C61_06_bin2,268C61,2,6,221118,82497,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s16_b2_S62_R1_001.fastq.gz
lib61_SARSr-wts,268C61_06_bin3,268C61,3,6,221118,34,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s16_b3_S63_R1_001.fastq.gz
lib61_SARSr-wts,268C61_06_bin4,268C61,4,6,221118,20,/uufs/chpc.utah.edu/common/home/starr-group1/sequencing/TNS/2022/221208_Overbaugh-mAb-breadth-v1/221202_s16_b4_S64_R1_001.fastq.gz
